sentence_id,sentence,aspect,polarity,from,to
2014_0235,"In addition to great hot dogs, DOTP has wonderful breakfast sandwiches that feature, in addition to great things like tator tots and English muffins, a delicious NJ-based pork product know to us Jersey girls and boys as Taylor ham.",pork product,positive,171,183
2014_0237,"Well, it happened because of a graceless manager and a rude bartender who had us waiting 20 minutes for drinks, and then tells us to chill out.",manager,negative,41,48
2014_0237,"Well, it happened because of a graceless manager and a rude bartender who had us waiting 20 minutes for drinks, and then tells us to chill out.",bartender,negative,60,69
2014_0237,"Well, it happened because of a graceless manager and a rude bartender who had us waiting 20 minutes for drinks, and then tells us to chill out.",drinks,neutral,104,110
2014_0237,"Well, it happened because of a graceless manager and a rude bartender who had us waiting 20 minutes for drinks, and then tells us to chill out.",waiting,negative,81,88
2014_0238,"Not only is the service great, but forming conversation around a table is so easy beacuse the atmosphere can be both romantic and comfortable.",service,positive,16,23
2014_0238,"Not only is the service great, but forming conversation around a table is so easy beacuse the atmosphere can be both romantic and comfortable.",atmosphere,positive,94,104
2014_0239,"When the dish arrived it was blazing with green chillis, definitely not edible by a human.",green chillis,negative,42,55
2014_0239,"When the dish arrived it was blazing with green chillis, definitely not edible by a human.",dish,negative,9,13
2014_0240,The absolute worst service I've ever experienced and the food was below average (when they actually gave people the meals they ordered).,service,negative,19,26
2014_0240,The absolute worst service I've ever experienced and the food was below average (when they actually gave people the meals they ordered).,food,negative,57,61
2014_0240,The absolute worst service I've ever experienced and the food was below average (when they actually gave people the meals they ordered).,meals,neutral,116,121
2014_0241,It's about $7 for lunch and they have take-out or dine-in.,lunch,neutral,18,23
2014_0241,It's about $7 for lunch and they have take-out or dine-in.,take-out,neutral,38,46
2014_0241,It's about $7 for lunch and they have take-out or dine-in.,dine-in,neutral,50,57
2014_0245,Be sure to accompany your food with one of their fresh juice concoctions.,food,neutral,26,30
2014_0245,Be sure to accompany your food with one of their fresh juice concoctions.,fresh juice concoctions,positive,49,72
2014_0246,The food is great and the prices are reasonable.,food,positive,4,8
2014_0246,The food is great and the prices are reasonable.,prices,positive,26,32
2014_0247,"The place is clean, and if you like soul food, then this is the place to be!",place,positive,4,9
2014_0247,"The place is clean, and if you like soul food, then this is the place to be!",soul food,positive,36,45
2014_0249,I had roast chicken and a salad.,roast chicken,neutral,6,19
2014_0249,I had roast chicken and a salad.,salad,neutral,26,31
2014_0251,They have a very good chicken with avocado and good tuna as well.,chicken with avocado,positive,22,42
2014_0251,They have a very good chicken with avocado and good tuna as well.,tuna,positive,52,56
2014_0253,But the meals were terrible.,meals,negative,8,13
2014_0254,My chicken was completely dried out and on the cold side and the sauce was not very flavorful.,chicken,negative,3,10
2014_0254,My chicken was completely dried out and on the cold side and the sauce was not very flavorful.,sauce,negative,65,70
2014_0255,Malted Milk Ball Gelato - have you ever in your life heard of anything so ridiculously wonderful?,Malted Milk Ball Gelato,positive,0,23
2014_0257,Way too much money for such a terrible meal.,meal,negative,39,43
2014_0259,"However, the service is absolutely horrible.",service,negative,13,20
2014_0260,A con was the slow bar service.,bar service,negative,19,30
2014_0261,Dessert was also to die for!,Dessert,positive,0,7
2014_0262,"BTW, the service is very good .",service,positive,9,16
2014_0265,It's eaten with black vinegar and shredded ginger.,black vinegar,neutral,16,29
2014_0265,It's eaten with black vinegar and shredded ginger.,shredded ginger,neutral,34,49
2014_0266,"The unattractive lighting made me want to gag, the food was overpriced, there was the most awful disco pop duo performing-and my escargot looked like it might crawl off the plate.",lighting,negative,17,25
2014_0266,"The unattractive lighting made me want to gag, the food was overpriced, there was the most awful disco pop duo performing-and my escargot looked like it might crawl off the plate.",food,negative,51,55
2014_0266,"The unattractive lighting made me want to gag, the food was overpriced, there was the most awful disco pop duo performing-and my escargot looked like it might crawl off the plate.",disco pop duo,negative,97,110
2014_0266,"The unattractive lighting made me want to gag, the food was overpriced, there was the most awful disco pop duo performing-and my escargot looked like it might crawl off the plate.",escargot,negative,129,137
2014_0269,it is a cozy place to go with a couple of friends.,place,positive,13,18
2014_0270,"The service is always great, and the owner walks around to make sure you enjoy.",service,positive,4,11
2014_0270,"The service is always great, and the owner walks around to make sure you enjoy.",owner,positive,37,42
2014_0271,because the waiters need SEVERE ATTITUE ADJUSTMENTS.,waiters,negative,12,19
2014_0275,the food is delicious and highly recommended.,food,positive,4,8
2014_0276,"When it came time to take the order the waiter gave us a hard time, walked away then came back with a paper and pen for us to write down what we wanted...excuse me but isn't that his job???",waiter,negative,40,46
2014_0282,Dieters stick to salads or indulge in vegetarian platters.,salads,positive,17,23
2014_0282,Dieters stick to salads or indulge in vegetarian platters.,vegetarian platters,positive,38,57
2014_0283,So for a filling and healthy meal give it a go.,meal,positive,29,33
2014_0287,"Since I cook for a living, I'm very fussy about the food I eat in restaurants.",food,neutral,52,56
2014_0288,The service was outstanding.,service,positive,4,11
2014_0290,My friends and I stop here for pizza before hitting the Kips Bay movie theater.,pizza,neutral,31,36
2014_0291,We always enjoy the pizza.,pizza,positive,20,25
2014_0292,The service is pretty good.,service,positive,4,11
2014_0295,"Yum, the chicken is great here.",chicken,positive,9,16
2014_0301,"The food here was great, a treat from beginning to end.",food,positive,4,8
2014_0302,The host (owner) and servers are personable and caring.,host (owner),positive,4,16
2014_0302,The host (owner) and servers are personable and caring.,servers,positive,21,28
2014_0304,"It's just everything...the food, the atmosphere...the incrediby kind and gracious hostess.",food,positive,27,31
2014_0304,"It's just everything...the food, the atmosphere...the incrediby kind and gracious hostess.",atmosphere,positive,37,47
2014_0304,"It's just everything...the food, the atmosphere...the incrediby kind and gracious hostess.",hostess,positive,82,89
2014_0306,The food is very good and the service is great.,food,positive,4,8
2014_0306,The food is very good and the service is great.,service,positive,30,37
2014_0307,I usually get one the Vietnamese Beef Noodle Soup.,Vietnamese Beef Noodle Soup,neutral,22,49
2014_0310,We were wondering why they were there to make our dining experience miserable?,dining experience,negative,50,67
2014_0312,"This place has the best Indian food in New York, hands down.",Indian food,positive,24,35
2014_0313,The waiters are very friendly and helpful and if you frequent they will remember you.,waiters,positive,4,11
2014_0314,Intimate but charming interior with extremely friendly and attentive service.,interior,positive,22,30
2014_0314,Intimate but charming interior with extremely friendly and attentive service.,service,positive,69,76
2014_0315,The food was as creative as the decor and both worked.,food,positive,4,8
2014_0315,The food was as creative as the decor and both worked.,decor,positive,32,37
2014_0319,"The menu is great, with a good selection, and everything that I have tried is absolutely delicious.",menu,positive,4,8
2014_0319,"The menu is great, with a good selection, and everything that I have tried is absolutely delicious.",selection,positive,31,40
2014_0322,The sauce is zesty and flavorful and the crust is nice and crispy.,sauce,positive,4,9
2014_0322,The sauce is zesty and flavorful and the crust is nice and crispy.,crust,positive,41,46
2014_0323,This place has the best sushi in the city.,sushi,positive,24,29
2014_0324,They have an excellent selection (the rolls with crab are really great).,selection,positive,23,32
2014_0324,They have an excellent selection (the rolls with crab are really great).,rolls with crab,positive,38,53
2014_0325,"Everyone who works there (the host, the bartender, the servers) is so helpful.",host,positive,30,34
2014_0325,"Everyone who works there (the host, the bartender, the servers) is so helpful.",bartender,positive,40,49
2014_0325,"Everyone who works there (the host, the bartender, the servers) is so helpful.",servers,positive,55,62
2014_0326,And the food is fantastic.,food,positive,8,12
2014_0327,Favourites include: potato spinach gnocchi and the lamb.,potato spinach gnocchi,positive,20,42
2014_0327,Favourites include: potato spinach gnocchi and the lamb.,lamb,positive,51,55
2014_0329,"Unfortunately, we chose this spot for lunch as we had done a lot of walking and ended up at the South St Seaport.",lunch,neutral,38,43
2014_0330,But regulars know that the sandwiches are the real star here.,sandwiches,positive,27,37
2014_0331,The skillfully chosen Portuguese cheese cart paired with quality port provides the perfect Iberian ending.,port,positive,65,69
2014_0331,The skillfully chosen Portuguese cheese cart paired with quality port provides the perfect Iberian ending.,Portuguese cheese cart,positive,22,44
2014_0332,My friend had a burger and I had these wonderful blueberry pancakes.,burger,neutral,16,22
