sentence_id,sentence,aspect,from,to,polarity
2016_0252,"He served me an Uni Hand roll, which I never had before, and let me tell you...IT WAS HEAVEN!",Uni Hand roll,16,29,positive
2016_0254,The sake menu should not be overlooked!,sake menu,4,13,positive
2016_0255,"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",[ASPECT],0,0,positive
2016_0256,Try the lobster teriyaki and the rose special roll.,lobster teriyaki,8,24,positive
2016_0256,Try the lobster teriyaki and the rose special roll.,rose special roll,33,50,positive
2016_0258,"Service was very good - prompt, attentive and non-intrusive.",Service,0,7,positive
2016_0259,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",Food,0,4,positive
2016_0259,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",pork belly,94,104,negative
2016_0260,Wine list selection is good and wine-by-the-glass was generously filled to the top.,Wine list selection,0,19,positive
2016_0260,Wine list selection is good and wine-by-the-glass was generously filled to the top.,wine-by-the-glass,32,49,positive
2016_0261,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,Traditional French decour,0,25,positive
2016_0261,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,hall,50,54,negative
2016_0262,"I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square.",Cafe Spice,16,26,positive
2016_0263,"To sum it up: Service varies from good to mediorce, depending on which waiter you get; generally it is just average Ok.",Service,14,21,neutral
2016_0264,"Seating is always prompt, though the restaurant does fill up in the evening.",Seating,0,7,positive
2016_0265,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",Food,0,4,positive
2016_0265,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",raw vegatables in side orders,76,105,negative
2016_0266,"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.",[ASPECT],0,0,neutral
2016_0267,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",decor,4,9,positive
2016_0267,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",semi-private boths,51,69,positive
2016_0268,I have NEVER been disappointed in the Red Eye.,Red Eye,38,45,positive
2016_0269,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",live jazz band,55,69,positive
2016_0269,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",atmosphere,74,84,positive
2016_0271,It's simply the best meal in NYC.,meal,21,25,positive
2016_0272,You cannot go wrong at the Red Eye Grill.,Red Eye Grill,27,40,positive
2016_0273,"If we were to move from the upper east side, we would genuinely miss this restaurant.",restaurant,74,84,positive
2016_0275,The restaurant is cute but not upscale.,restaurant,4,14,neutral
2016_0276,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,food,4,8,positive
2016_0276,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,balance of herbs and tomatoes,86,115,positive
2016_0277,I would highly recommend it.,[ASPECT],0,0,positive
2016_0278,It's one of our favorite places to eat in NY.,[ASPECT],0,0,positive
2016_0279,We had a great time at the Jekyll and hyde Pub last night.,Jekyll and hyde Pub,27,46,positive
2016_0281,After really enjoying ourselves at the bar we sat down at a table and had dinner.,bar,39,42,positive
2016_0282,The server was really cool and served us our food and drinks with a smile.,server,4,10,positive
2016_0283,The place's decor and hidden bathrooms made for a good laugh.,decor,12,17,positive
2016_0283,The place's decor and hidden bathrooms made for a good laugh.,hidden bathrooms,22,38,positive
2016_0284,I highly recommend visiting this restaurant and having dinner and drinks!,restaurant,33,43,positive
2016_0285,"If you are the type of person who likes being scared and entertained, this is a great place to go and eat.",place,86,91,positive
2016_0286,"My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise it was fantastic.",Jekyll and Hyde Pub,55,74,positive
2016_0287,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",beers,28,33,positive
2016_0287,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",food,98,102,positive
2016_0287,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",pumkin tortelini,160,176,positive
2016_0288,The entertainment was great they have shows that go on through out the dinner.,[ASPECT],0,0,positive
2016_0289,"Please take my advice, go and try this place.",place,39,44,positive
2016_0291,You will not be disapointed at all.,[ASPECT],0,0,positive
2016_0293,We were not dissappointed in the least bit by this little gem.,[ASPECT],0,0,positive
2016_0294,The bagel was huge.,bagel,4,9,positive
2016_0295,They were served warm and had a soft fluffy interior.,[ASPECT],0,0,positive
2016_0296,The workers there also absolutely load the bagel with cream cheese (gets a little messy).,bagel,43,48,negative
2016_0297,I loved it and would HIGHLY RECOMMEND.,[ASPECT],0,0,positive
2016_0298,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,food,74,78,positive
2016_0298,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,service,87,94,positive
2016_0300,I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.,lobster roll,31,43,positive
2016_0300,I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.,lobster,92,99,positive
2016_0301,"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",pizza,21,26,positive
2016_0301,"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",santa fe chopped salad,28,50,positive
2016_0301,"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",fish and chips,55,69,positive
2016_0302,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",food,45,49,positive
2016_0302,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",ambience,55,63,positive
2016_0302,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",service,78,85,positive
2016_0303,All the staff is absolutely professional!!,staff,8,13,positive
2016_0305,But they do.,[ASPECT],0,0,positive
2016_0306,"(that is A MUST, but not every restaurant can do...)",[ASPECT],0,0,positive
2016_0308,"There's nice and quiet, small but enough for 6 (or more).",[ASPECT],0,0,positive
2016_0309,This restaurant was way overhyped.,restaurant,5,15,negative
2016_0310,My chow fun and chow see was really bland and oily.,chow fun and chow see,3,24,negative
2016_0311,Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.,[ASPECT],0,0,negative
2016_0312,The scallion pancakes and fried dumplings were nothing out of the ordinary.,scallion pancakes,4,21,neutral
2016_0312,The scallion pancakes and fried dumplings were nothing out of the ordinary.,fried dumplings,26,41,neutral
2016_0313,The service was the only thing good about this restaurant.,service,4,11,positive
2016_0313,The service was the only thing good about this restaurant.,restaurant,47,57,negative
2016_0314,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",[ASPECT],0,0,negative
2016_0314,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",sushi,35,40,negative
2016_0314,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",tuna,73,77,negative
2016_0314,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",rolls,102,107,negative
2016_0315,I definitely wouldn't go back.,[ASPECT],0,0,negative
2016_0317,Their pad penang is delicious and everything else is fantastic.,pad penang,6,16,positive
2016_0317,Their pad penang is delicious and everything else is fantastic.,[ASPECT],0,0,positive
2016_0318,The price is reasonable although the service is poor.,[ASPECT],0,0,positive
2016_0318,The price is reasonable although the service is poor.,service,37,44,negative
2016_0319,fresh restaurant was amazing........ food was delicious and of course fresh.,fresh restaurant,0,16,positive
2016_0319,fresh restaurant was amazing........ food was delicious and of course fresh.,food,37,41,positive
2016_0320,"great for a romantic evening, or a fun evening with friends...",[ASPECT],0,0,positive
2016_0320,"great for a romantic evening, or a fun evening with friends...",[ASPECT],0,0,positive
2016_0321,I will be going back very soon.,[ASPECT],0,0,positive
2016_0322,keep up the good work.,[ASPECT],0,0,positive
