sentence_id,sentence,aspect,from,to,polarity
2015_0232,Very pleased,[ASPECT],0,0,positive
2015_0233,Good creative rolls!,rolls,14,19,positive
2015_0233,Good creative rolls!,rolls,14,19,positive
2015_0234,"Yamato is an excellent place to go if youre not into sashimi, or if you have friends who doesnt like sushi much.",Yamato,0,6,positive
2015_0235,"They have great rolls, the triple color and norwegetan rolls, are awesome and filling.",rolls,16,21,positive
2015_0235,"They have great rolls, the triple color and norwegetan rolls, are awesome and filling.",triple color and norwegetan rolls,27,60,positive
2015_0235,"They have great rolls, the triple color and norwegetan rolls, are awesome and filling.",triple color and norwegetan rolls,27,60,positive
2015_0236,"One special roll and one regular roll is enough to fill you up, but save room for dessert!",dessert,82,89,positive
2015_0236,"One special roll and one regular roll is enough to fill you up, but save room for dessert!",special roll,4,16,positive
2015_0236,"One special roll and one regular roll is enough to fill you up, but save room for dessert!",regular roll,25,37,positive
2015_0237,"They have a delicious banana chocolate dessert, as well as a great green tea tempura.",banana chocolate dessert,22,46,positive
2015_0237,"They have a delicious banana chocolate dessert, as well as a great green tea tempura.",green tea tempura,67,84,positive
2015_0238,The appetizers are also delicious!,appetizers,4,14,positive
2015_0239,Amazing food.,food,8,12,positive
2015_0240,Mazing interior.,interior,7,15,negative
2015_0241,Great food!,food,6,10,positive
2015_0242,I've had my fair share of modern Japanese and this spot delivers.,modern Japanese,26,41,positive
2015_0243,"The atmosphere was pretty nice but had a bit lacking, which it tries to make up for with a crazy scheme of mirrors.",atmosphere,4,14,negative
2015_0243,"The atmosphere was pretty nice but had a bit lacking, which it tries to make up for with a crazy scheme of mirrors.",scheme of mirrors,97,114,negative
2015_0244,"If you're into being lost when you're just five feet from your table then hey, that's a good thing.",[ASPECT],0,0,negative
2015_0245,Despite the confusing mirrors this will likely be my go-to for modern Japanese food for the foreseeable future.,modern Japanese food,63,83,positive
2015_0245,Despite the confusing mirrors this will likely be my go-to for modern Japanese food for the foreseeable future.,mirrors,22,29,negative
2015_0246,"Indo Chinese food, pretty good...",Indo Chinese food,0,17,positive
2015_0247,Not a very fancy place but very good Chinese style Indian food.,place,17,22,neutral
2015_0247,Not a very fancy place but very good Chinese style Indian food.,Chinese style Indian food,37,62,positive
2015_0248,"The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken.",chicken lollipop,4,20,positive
2015_0248,"The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken.",dishes,49,55,negative
2015_0248,"The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken.",Chilli Chicken,145,159,negative
2015_0249,"My mom originally introduced me to this place, but even she (being Indian) feels the food can be somewhat over the top spicy and far too oily.",food,85,89,negative
2015_0250,Still we keep going back :),[ASPECT],0,0,positive
2015_0251,I was speechless by the horrible food.,food,33,37,negative
2015_0252,"I attended a holiday dinner at the restaurant, and the food was majorly disappointing.",food,55,59,negative
2015_0253,"Rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).",chef,43,47,negative
2015_0253,"Rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).",vegetarian dish,22,37,negative
2015_0253,"Rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).",vegetarian dish,22,37,negative
2015_0254,"I was so stunned, and I left the dinner hungry and majorly disappointing.",[ASPECT],0,0,negative
2015_0255,This place survives on reputation alone.,place,5,10,negative
2015_0256,I will NEVER return.,[ASPECT],0,0,negative
2015_0257,Best In ALL of NYC,[ASPECT],0,0,positive
2015_0258,"This is the MOST wonderful restaurant in all of New York City, not just Brooklyn...",restaurant,27,37,positive
2015_0259,"for 7 years they have put out the most tasty, most delicious food and kept it that way...",food,61,65,positive
2015_0260,"never swaying, never a bad meal, never bad service...",[ASPECT],0,0,positive
2015_0260,"never swaying, never a bad meal, never bad service...",meal,27,31,positive
2015_0260,"never swaying, never a bad meal, never bad service...",service,43,50,positive
2015_0261,you should travel from the Bronx to try it...,[ASPECT],0,0,positive
2015_0262,"great food, great wine list, great service in a great neighborhood...",food,6,10,positive
2015_0262,"great food, great wine list, great service in a great neighborhood...",wine list,18,27,positive
2015_0262,"great food, great wine list, great service in a great neighborhood...",service,35,42,positive
2015_0262,"great food, great wine list, great service in a great neighborhood...",neighborhood,54,66,positive
2015_0263,so delicious!!!!!!,[ASPECT],0,0,positive
2015_0264,Patsy's Pizza = true love,Patsy's Pizza,0,13,positive
2015_0265,Hands down the best pizza on the planet.,pizza,20,25,positive
2015_0266,"In about 12 minutes, the thing is gone.",[ASPECT],0,0,positive
2015_0267,great hot dogs..,hot dogs,6,14,positive
2015_0268,the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside.,hot dogs,4,12,positive
2015_0269,great toppings definitely a place you need to check out for late night munchies or a mid day boost!,toppings,6,14,positive
2015_0269,great toppings definitely a place you need to check out for late night munchies or a mid day boost!,place,28,33,positive
2015_0270,great taste,[ASPECT],0,0,positive
2015_0271,"Great, original taste.",[ASPECT],0,0,positive
2015_0272,"For me dishes a little oily, but overall dining experience good.",dishes,7,13,negative
2015_0272,"For me dishes a little oily, but overall dining experience good.",[ASPECT],0,0,positive
2015_0273,Helpful service and average price per dish $10.,service,8,15,positive
2015_0273,Helpful service and average price per dish $10.,dish,38,42,neutral
2015_0274,The only thing that strikes you is the decor?(not very pleasant).,decor,39,44,negative
2015_0275,great food,food,6,10,positive
2015_0276,This place has great indian chinese food.,indian chinese food,21,40,positive
2015_0277,The flavors are amazing and the value is phenomenal.,[ASPECT],0,0,positive
2015_0277,The flavors are amazing and the value is phenomenal.,[ASPECT],0,0,positive
2015_0278,"Be prepared to wait, because the place is pretty tiny.",place,33,38,negative
2015_0278,"Be prepared to wait, because the place is pretty tiny.",place,33,38,negative
2015_0279,"Also, they do not take credit card so come with cash!",[ASPECT],0,0,neutral
2015_0280,"Even though the place is not beautiful, the food speaks for itself.",place,16,21,negative
2015_0280,"Even though the place is not beautiful, the food speaks for itself.",food,44,48,positive
2015_0281,"Best Indian Chinese in the city, by far!",Indian Chinese,5,19,positive
2015_0282,AMAZING MY FAVORITE!!!,[ASPECT],0,0,positive
2015_0283,"I came across Village Underground by accident, now I go there all the time.",Village Underground,14,33,positive
2015_0284,The martinis are amazing and very fairly priced.,martinis,4,12,positive
2015_0284,The martinis are amazing and very fairly priced.,martinis,4,12,positive
2015_0285,"THE SERVICE IS AMAZING, i've had different waiters and they were all nice, which is a rare thing in NYC.",SERVICE,4,11,positive
2015_0285,"THE SERVICE IS AMAZING, i've had different waiters and they were all nice, which is a rare thing in NYC.",waiters,43,50,positive
2015_0286,"The DJ is awesome, I have been there for my birthday and a bunch of other times with friends and I keep going back.",DJ,4,6,positive
2015_0286,"The DJ is awesome, I have been there for my birthday and a bunch of other times with friends and I keep going back.",[ASPECT],0,0,positive
2015_0287,You can get a table without a reservation if you get there early I they don't make you by bottles.,[ASPECT],0,0,positive
2015_0288,Which lets face it....at times it's a good thing.,[ASPECT],0,0,positive
2015_0289,In the end you end up with a fair tab and NOTHING BUT A GREAT TIME!!!,[ASPECT],0,0,positive
2015_0289,In the end you end up with a fair tab and NOTHING BUT A GREAT TIME!!!,[ASPECT],0,0,positive
2015_0290,Highly recommended!,[ASPECT],0,0,positive
2015_0291,"One of the best, if not THE best, restaurants in Park Slope (and NY in general)",[ASPECT],0,0,positive
2015_0292,Everything on the menu is great.,menu,18,22,positive
2015_0293,This establishment is the real deal.,establishment,5,18,positive
2015_0294,"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.",[ASPECT],0,0,positive
2015_0294,"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.",food,59,63,positive
2015_0294,"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.",[ASPECT],0,0,positive
2015_0295,But $500 for a dinner for two that didn't include Wine?,dinner for two,15,29,negative
2015_0296,"Look, the appetizers were really good.",appetizers,10,20,positive
2015_0297,The entree was also very good.,entree,4,10,positive
2015_0298,"Can't argue about that, but they are clearly over priced.",[ASPECT],0,0,negative
2015_0299,What you are paying for is the environment and the name.,environment,31,42,neutral
2015_0299,What you are paying for is the environment and the name.,[ASPECT],0,0,neutral
2015_0299,What you are paying for is the environment and the name.,[ASPECT],0,0,negative
2015_0300,"Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.",place,9,14,positive
2015_0300,"Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.",place,9,14,negative
2015_0301,Which of course is not real Kobe but Wagyu beef.,[ASPECT],0,0,negative
